station_id,name,address,lat,lon,is_virtual_station,capacity,points_of_interests,public_tansport,nearest_beach,distance_to_beach_m,rent_num,depo_num,night_rent_num,morning_rent_num,afternoon_rent_num,evening_rent_num,rent_num_right,bilans
4868,GDA377,Gdańsk Rębiechowo,54.3872159,18.4461948,true,10,0,3,Plaza Sopot,10481.838826054545,710,450,42,195,393,81,710,-260
4867,GDA367,skrzyżowanie Adamowicza/Kartuska,54.338218,18.572119,true,10,0,4,Plaza Brzezno - Molo,9042.196606001016,2433,2174,222,660,1105,447,2433,-259
3862,GDA034,"Bolesława Krzywoustego 19, 80-360 Gdańsk",54.412794,18.5811569,true,10,0,0,Plaza Jelitkowo,1840.7492918961304,2235,1962,410,776,814,289,2235,-273
3863,GDA035,"Bolesława Krzywoustego 20A, 80-360 Gdańsk",54.4132809,18.584921,true,10,0,0,Plaza Jelitkowo,1660.6038000820229,3508,3268,396,1334,1470,388,3508,-240
3864,GDA036,"Czerwony Dwór 26, 80-383 Gdańsk",54.4117088,18.5844151,true,10,4,0,Plaza Jelitkowo,1828.5660020330424,4545,4447,509,1784,1835,537,4545,-98
3865,GDA037,"Chłopska 41, 80-349 Gdańsk",54.4116514,18.5875389,true,10,2,2,Plaza Jelitkowo,1745.8913410776727,3759,3646,185,1661,1495,476,3759,-113
3866,GDA038,"Generała T. Bora-Komorowskiego 31, 80-377 Gdańsk",54.4090882,18.5861307,true,10,4,2,Plaza Jelitkowo,2044.0636194024498,4573,4029,427,1412,2070,803,4573,-544
3867,GDA039,"Chłopska 34A, 80-368 Gdańsk",54.4136227,18.5880968,true,10,1,1,Plaza Jelitkowo,1530.8510886033248,3866,3773,439,1343,1596,548,3866,-93
3868,GDA040,"Chłopska 34D, 80-358 Gdańsk",54.4159087,18.5876723,true,10,0,3,Plaza Jelitkowo,1318.4656645214782,5931,5764,809,1884,2507,881,5931,-167
3869,GDA041,"Piastowska 100D, 80-358 Gdańsk",54.4169893,18.5915682,true,10,2,0,Plaza Jelitkowo,1097.69839462056,8636,8066,946,3104,3722,1092,8636,-570
3870,GDA042,"Kapliczna 18, 80-341 Gdańsk",54.4217508,18.6016453,true,10,2,3,Plaza Jelitkowo,537.3542291745727,14846,14380,417,3799,7890,2850,14846,-466
3871,GDA043,Prezydenta Lecha Kaczyńskiego 4A,54.4160978,18.5964168,true,10,0,0,Plaza Jelitkowo,1118.3699427078034,5461,5317,534,2004,2268,732,5461,-144
3872,GDA044,"Prezydenta Lecha Kaczyńskiego 16, 80-365 Gdańsk",54.4150283,18.6011302,true,10,0,0,Plaza Jelitkowo,1248.1355717384008,7333,7467,282,2443,3548,1106,7333,134
3873,GDA045,"Jagiellońska 7, 80-371 Gdańsk",54.4131106,18.5925311,true,10,3,2,Plaza Jelitkowo,1489.0708657440591,8880,8787,1247,2864,3780,1148,8880,-93
3874,GDA046,"Jagiellońska 36A, 80-367 Gdańsk",54.413656,18.598089,true,10,4,2,Plaza Jelitkowo,1384.8228874447364,1479,1136,153,554,648,189,1479,-343
3875,GDA047,"Jagiellońska 10M, 80-371 Gdańsk",54.4122016,18.5885344,true,10,2,5,Plaza Jelitkowo,1664.8174916387675,6049,5881,654,2236,2441,892,6049,-168
3876,GDA048,"Chłopska 18, 80-309 Gdańsk",54.408088,18.5898205,true,10,1,3,Plaza Jelitkowo,2073.6550419802797,16433,16149,980,4457,7528,3824,16433,-284
3877,GDA049,"Obrońców Wybrzeża 1, 63-756 Gdańsk",54.4089435,18.5940589,true,10,0,0,Plaza Jelitkowo,1926.3022932503175,18449,18401,804,5133,9953,2980,18449,-48
3878,GDA050,"Obrońców Wybrzeża 2A, 80-334 Gdańsk",54.4091835,18.5976696,true,10,5,1,Plaza Brzezno - Molo,1800.910127369354,7460,7424,725,2654,3239,993,7460,-36
3879,GDA051,"Obrońców Wybrzeża 19, 80-398 Gdańsk",54.4098525,18.5992425,true,10,3,0,Plaza Brzezno - Molo,1683.2254861372987,10712,10522,1086,3616,4613,1591,10712,-190
3880,GDA052,"Obrońców Wybrzeża 27, 80-365 Gdańsk",54.4108954,18.6041376,true,10,0,2,Plaza Brzezno - Molo,1347.9944100346497,14030,13817,508,4246,6424,2984,14030,-213
3881,GDA053,"Kołobrzeska 67, 80-396 Gdańsk",54.4054598,18.5997007,true,10,4,0,Plaza Brzezno - Molo,1839.6870821952893,8848,8796,898,3352,3677,1138,8848,-52
3882,GDA054,"Kołobrzeska 45, 80-391 Gdańsk",54.4042446,18.5922225,true,10,0,2,Plaza Brzezno - Molo,2330.5635403375127,8080,7970,971,2655,3243,1447,8080,-110
3883,GDA055,"Śląska 86, 80-389 Gdańsk",54.4069816,18.5890912,true,10,0,0,Plaza Jelitkowo,2204.7235832315987,3715,3469,324,1411,1466,586,3715,-246
3884,GDA056,"Kołobrzeska 43, 80-391 Gdańsk",54.4040458,18.5903393,true,10,1,1,Plaza Brzezno - Molo,2449.71937146888,11210,10588,661,3463,5397,1932,11210,-622
3885,GDA057,"aleja Rzeczypospolitej 4/151, 80-369 Gdańsk",54.4020771,18.5914493,true,10,3,0,Plaza Brzezno - Molo,2490.580418204331,12136,12000,962,3858,5485,2105,12136,-136
3886,GDA058,"Kołobrzeska 32, 80-984 Gdańsk",54.4030551,18.5869497,true,30,0,2,Plaza Jelitkowo,2662.4812283366073,18330,17808,1117,4998,9113,3485,18330,-522
3887,GDA059,"Krynicka 29, 80-393 Gdańsk",54.4050124,18.5850847,true,30,0,0,Plaza Jelitkowo,2491.6512281254154,3768,3272,436,1362,1532,517,3768,-496
3888,GDA060,"Beniowskiego 1, 80-382 Gdańsk",54.4062622,18.5795854,true,30,1,0,Plaza Jelitkowo,2509.9109455983103,12855,12621,848,3997,5672,2569,12855,-234
3889,GDA061,"Lęborska 3B, 80-386 Gdańsk",54.4043222,18.5762904,true,10,1,0,Plaza Jelitkowo,2802.42866859709,6996,6669,206,1862,4083,980,6996,-327
3890,GDA062,"Słupska 26C, 80-392 Gdańsk",54.401667,18.576447,true,10,2,3,Plaza Jelitkowo,3056.6376488136602,6722,5909,504,1645,3600,1165,6722,-813
3891,GDA063,"Kołobrzeska 2, 80-390 Gdańsk",54.4015477,18.5771668,true,10,3,3,Plaza Jelitkowo,3047.4938801988596,10262,9968,604,2851,5159,1867,10262,-294
3892,GDA064,"Szczecińska 23, 80-387 Gdańsk",54.4025834,18.5814932,true,10,4,2,Plaza Jelitkowo,2827.15356494814,10165,9676,692,3208,4507,1958,10165,-489
3893,GDA065,"Aleja Grunwaldzka 472, 80-309 Gdańsk",54.4026628,18.5720424,true,10,2,0,Plaza Jelitkowo,3103.5034087387526,24577,21763,406,4808,18480,1528,24577,-2814
3894,GDA066,"Jana Bażyńskiego 2, 80-309 Gdańsk",54.4009109,18.5737664,true,10,2,1,Plaza Jelitkowo,3212.8506784792344,11341,9869,465,2327,7026,1747,11341,-1472
3895,GDA067,"Aleja Grunwaldzka 417, 80-309 Gdańsk",54.4009349,18.5749621,true,10,2,1,Plaza Jelitkowo,3173.356858238195,17794,17209,602,3668,12005,1876,17794,-585
3896,GDA068,"Aleja Grunwaldzka 411, 80-309 Gdańsk",54.3986149,18.5762511,true,10,0,1,Plaza Jelitkowo,3367.312322867594,20521,19589,218,4200,14944,1575,20521,-932
3897,GDA069,"Wita Stwosza 48, 80-308 Gdańsk",54.3988103,18.5683705,true,10,1,6,Plaza Jelitkowo,3592.4603462620494,8503,7865,604,2823,3972,1309,8503,-638
3898,GDA070,"Macierzy Szkolnej w Gdańsku 8, 80-308 Gdańsk",54.3959017,18.5707202,true,10,1,3,Plaza Jelitkowo,3796.450557227496,8600,8260,495,3024,3951,1313,8600,-340
3899,GDA071,"Jantarowa 21, 80-341 Gdańsk",54.4133677,18.6238331,true,10,1,0,Plaza Brzezno - Molo,47.6248451951817,36804,34453,781,7917,19625,8689,36804,-2351
3900,GDA072,"Aleja Generała Józefa Hallera 277, 80-502 Gdańsk",54.4112302,18.6290499,true,10,4,0,Plaza Brzezno - Molo,398.76078423723015,24214,24915,522,5534,13533,4750,24214,701
3901,GDA073,"Aleja Generała Józefa Hallera 247C, 80-502 Gdańsk",54.4080708,18.6272554,true,10,0,1,Plaza Brzezno - Molo,642.3115988108698,5901,6030,361,1967,2686,942,5901,129
3902,GDA074,"Emilii Plater 14B, 80-522 Gdańsk",54.4063345,18.6319209,true,10,0,0,Plaza Brzezno - Molo,942.7860746987728,3549,3568,562,1392,1273,371,3549,19
3903,GDA075,"Aleja Generała Józefa Hallera 233, 80-502 Gdańsk",54.4045861,18.6247778,true,10,0,3,Plaza Brzezno - Molo,1003.6500017589308,12726,13687,902,4272,5877,1842,12726,961
3904,GDA076,"Dworska 29, 80-506 Gdańsk",54.4041138,18.6283289,true,10,2,1,Plaza Brzezno - Molo,1085.5066760888528,4983,5011,651,2036,1811,566,4983,28
3905,GDA077,"Gdańska 20, 80-518 Gdańsk",54.4041728,18.6332361,true,10,0,2,Plaza Brzezno - Molo,1193.8213538374084,4549,4466,408,1632,1817,729,4549,-83
3906,GDA078,"Konstantego Ildefonsa Gałczyńskiego 2, 80-524 Gdańsk",54.4067217,18.6385696,true,10,3,4,Plaza Brzezno - Molo,1192.7877240566788,13888,14082,723,3683,6752,2832,13888,194
3907,GDA079,"Ksawerego Dunikowskiego 17A, 80-524 Gdańsk",54.4050012,18.643718,true,10,2,0,Plaza Brzezno - Molo,1572.499618848573,4105,3940,307,1388,1961,494,4105,-165
3908,GDA080,"Łozy 17I, 80-516 Gdańsk",54.4030383,18.6392604,true,10,0,0,Plaza Brzezno - Molo,1517.1522177892755,2025,2028,352,833,638,230,2025,3
3909,GDA081,"Wyzwolenia 7A, 80-537 Gdańsk",54.4030109,18.655441,true,10,1,1,Plaza Brzezno - Molo,2326.822055123735,3154,2947,148,1201,1432,425,3154,-207
